sid,proto,source,src_port,arrow,destination,dst_port,classtype,direction,TActic,Technique,Tname,TA_inb,T_inb,TA_lat,T_lat,TA_out,T_out,msg,reference
28120,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Fareit variant outbound connection - /start.htm GET Encrypted Payload""","['url', 'www.virustotal.com/en/file/0682508f3d7c85e086055ce943aeaa634484d8e0cb22be776bac6930b00fae49/analysis/']"
28121,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Fareit variant outbound connection - /welcome.htm GET Encrypted Payload""","['url', 'www.virustotal.com/en/file/0682508f3d7c85e086055ce943aeaa634484d8e0cb22be776bac6930b00fae49/analysis/']"
28122,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Fareit variant outbound connection - /index.htm GET Encrypted Payload""","['url', 'www.virustotal.com/en/file/0682508f3d7c85e086055ce943aeaa634484d8e0cb22be776bac6930b00fae49/analysis/']"
28123,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Fareit variant outbound connection - /setup.htm GET Encrypted Payload""","['url', 'www.virustotal.com/en/file/0682508f3d7c85e086055ce943aeaa634484d8e0cb22be776bac6930b00fae49/analysis/']"
28147,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Conficker variant outbound connection""","['url', 'www.virustotal.com/en/file/57212e057db0d45d94d08cd47dec85f0d85a20a7f4d3824559c81a50999cc2a5/analysis/']"
28148,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Mevade variant outbound connection""","['url', 'www.virustotal.com/en/file/526fe8eee74dc51a23e458115179dcda4027277b696b6a06889ed52751b39f54/analysis/']"
28153,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Foreign variant outbound connection - /html2/""","['url', 'www.virustotal.com/en/file/5a9cd53f13825e17107d6b9f81ebe4013f3abf23429d9735c7258d43c101b71f/analysis/']"
28154,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Foreign variant outbound connection - MSIE 7.1""","['url', 'www.virustotal.com/en/file/5a9cd53f13825e17107d6b9f81ebe4013f3abf23429d9735c7258d43c101b71f/analysis/']"
28155,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Foreign variant outbound connection - MSIE 7.2""","['url', 'www.virustotal.com/en/file/5a9cd53f13825e17107d6b9f81ebe4013f3abf23429d9735c7258d43c101b71f/analysis/']"
28156,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""PUA-ADWARE Linkury outbound time check""","['url', 'www.virustotal.com/en/file/a2c4e162624ddb169542e12e148a3be6bfe79a1fed4adfb28ad1a308a0d1bade/analysis/1380219003/']"
28192,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Kuluoz Potential Phishing URL""","['url', 'urlquery.net/report.php?id=5117077']"
28215,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""SERVER-WEBAPP vBulletin upgrade.php exploit attempt""","['url', 'www.net-security.org/secworld.php?id=15743']"
28233,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""EXPLOIT-KIT Blackholev2/Cool exploit kit payload download attempt""",
28242,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.KanKan variant connection""","['url', 'www.virustotal.com/en/file/db31bdf400dd0d28487a0d298bc383a4a2912566130ea512b25639b3f95e94c4/analysis/']"
28255,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,T1192,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Kuluoz Potential phishing URL""","['url', 'attack.mitre.org/techniques/T1192']"
28285,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.hdog connectivity check-in version 2""","['url', 'www.virustotal.com/en/file/ca1bc54e33064eb08163a17a56dcb1d0d811fc694c05af1d9ea768ef992cb489/analysis/1381870348/']"
28291,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""EXPLOIT-KIT Blackholev2/Cool exploit kit exploit download attempt""",
28300,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Agent variant connection""","['url', 'www.virustotal.com/en/file/e21a7333f5e6fe6de87b0b4ef928202724680d46ee3524983ec6962b4061813c/analysis/1381409595/']"
28323,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,trojan-activity,inb,Command and Control,T1100,,Command and Control,,,,,,"""MALWARE-CNC Win.Backdoor.Chopper web shell connection""","['url', 'attack.mitre.org/techniques/T1100']"
28324,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""PUA-ADWARE FakeAV runtime detection""",
28344,tcp,$EXTERNAL_NET,any,->,$HOME_NET,$HTTP_PORTS,web-application-attack,inb,Initial Access,T1027,Obfuscated Files or Information,Initial Access,,,,,,"""INDICATOR-OBFUSCATION large number of calls to chr function - possible sql injection obfuscation""","['url', 'attack.mitre.org/techniques/T1027']"
28345,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,trojan-activity,inb,Command and Control,T1027,Obfuscated Files or Information,Command and Control,,,,,,"""INDICATOR-OBFUSCATION Javascript obfuscation - split - seen in IFRAMEr Tool attack""","['url', 'attack.mitre.org/techniques/T1027']"
28346,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,trojan-activity,inb,Command and Control,T1027,Obfuscated Files or Information,Command and Control,,,,,,"""INDICATOR-OBFUSCATION Javascript obfuscation - seen in IFRAMEr Tool attack""","['url', 'attack.mitre.org/techniques/T1027']"
28405,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Kazy variant outbound connection""","['url', 'www.virustotal.com/en/file/a064a1d3d8b9d8ab649686b7fb01e0631e569412388084f5c391722c98660763/analysis/']"
28406,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Kazy variant outbound connection""","['url', 'www.virustotal.com/en/file/a064a1d3d8b9d8ab649686b7fb01e0631e569412388084f5c391722c98660763/analysis/']"
28420,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,trojan-activity,inb,Command and Control,T1027,Obfuscated Files or Information,Command and Control,,,,,,"""INDICATOR-OBFUSCATION Javascript obfuscation - createElement - seen in IFRAMEr Tool attack""","['url', 'attack.mitre.org/techniques/T1027']"
28421,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,trojan-activity,inb,Command and Control,T1027,Obfuscated Files or Information,Command and Control,,,,,,"""INDICATOR-OBFUSCATION Javascript obfuscation - fromCharCode - seen in IFRAMEr Tool attack""","['url', 'attack.mitre.org/techniques/T1027']"
28428,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""EXPLOIT-KIT Glazunov exploit kit landing page""","['cve', '2013-2471']"
28429,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""EXPLOIT-KIT Glazunov exploit kit outbound jnlp download attempt""","['cve', '2013-2471']"
28430,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""EXPLOIT-KIT Glazunov exploit kit zip file download""","['cve', '2013-2471']"
28446,tcp,$HOME_NET,any,->,$EXTERNAL_NET,1039,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Symmi variant SQL check-in""","['url', 'www.virustotal.com/en/file/47c71ff0eb61b371e967b93b6909bb05f2aab973e3214ea2d5ed246884dd045e/analysis/']"
28450,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""EXPLOIT-KIT Sakura exploit kit exploit payload retrieve attempt""",
28493,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC DeputyDog diskless method outbound connection""","['cve', '2013-3918']"
28538,tcp,$HOME_NET,any,->,$EXTERNAL_NET,"[(True, '$HTTP_PORTS'), (True, '443')]",trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Asprox/Kuluoz variant connection""","['url', 'stopmalvertising.com/malware-reports/analysis-of-asprox-and-its-new-encryption-scheme.html']"
28541,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.ZeroAccess Download Headers""","['url', 'www.virustotal.com/#/file/eeaeb1506d805271b5147ce911df9c264d63e4d229de4464ef879a83fb225a40/detection']"
28542,tcp,$HOME_NET,any,->,$EXTERNAL_NET,80,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Conficker variant outbound connection""","['url', 'www.sans.org/security-resources/malwarefaq/conficker-worm.php']"
28543,tcp,$HOME_NET,any,->,$EXTERNAL_NET,80,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Conficker variant outbound connection""","['url', 'www.sans.org/security-resources/malwarefaq/conficker-worm.php']"
28552,udp,$EXTERNAL_NET,2425,->,$HOME_NET,2425,misc-activity,inb,,T1018,Remote System Discovery,,,,,,,"""INDICATOR-SCAN inbound probing for IPTUX messenger port ""","['url', 'attack.mitre.org/techniques/T1018']"
28553,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Fareit variant outbound connection - /main.htm GET Encrypted Payload""","['url', 'www.virustotal.com/en/file/0682508f3d7c85e086055ce943aeaa634484d8e0cb22be776bac6930b00fae49/analysis/']"
28554,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Fareit variant outbound connection - /online.htm GET Encrypted Payload""","['url', 'www.virustotal.com/en/file/0682508f3d7c85e086055ce943aeaa634484d8e0cb22be776bac6930b00fae49/analysis/']"
28555,udp,$EXTERNAL_NET,any,->,$HOME_NET,1434,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-OTHER SQL Slammer worm propagation attempt inbound""","['bugtraq', '5310']"
28556,udp,$EXTERNAL_NET,any,->,$HOME_NET,53,attempted-dos,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-DNS DNS query amplification attempt""","['url', 'www.us-cert.gov/ncas/alerts/TA13-088A']"
28557,udp,$EXTERNAL_NET,any,->,$HOME_NET,53,misc-activity,inb,,,,,,,,,,"""PROTOCOL-DNS Malformed DNS query with HTTP content""","['url', 'www.ietf.org/rfc/rfc2616.txt']"
28596,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""EXPLOIT-KIT Nuclear exploit kit payload request""",
28795,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""EXPLOIT-KIT Goon/Infinity exploit kit payload download attempt""","['cve', '2012-0507']"
28800,tcp,$HOME_NET,any,->,$EXTERNAL_NET,80,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Zeus outbound connection""","['url', 'www.virustotal.com/en/file/d4b16269c9849c33a7bb2fdc782173a00e99db12a585689618dde3f4c6fcb101/analysis/']"
28802,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Bancos outbound connection""","['url', 'www.virustotal.com/en/file/26c60976776d212aefc9863efde914059dd2847291084c158ce51655fc1e48d0/analysis/1382620137/']"
28803,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Injector inbound connection""","['url', 'www.virustotal.com/en/file/253b2cb7f6eacaaaca5053f73445defce5df2cd4a5564ebc0721e0323a6c3557/analysis/1383139183/']"
28804,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Injector outbound connection""","['url', 'www.virustotal.com/en/file/253b2cb7f6eacaaaca5053f73445defce5df2cd4a5564ebc0721e0323a6c3557/analysis/1383139183/']"
28805,udp,$HOME_NET,any,->,$EXTERNAL_NET,2090,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Palevo outbound connection""","['url', 'palevotracker.abuse.ch/?ipaddress=209.222.14.3']"
28806,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""INDICATOR-COMPROMISE potential malware download - single digit .exe file download""","['url', 'urlquery.net/search.php?q=%5C%2F%5Ba-zA-Z%5D%5C.%5BEe%5D%5BXx%5D%5BEe%5D%24&type=regexp&start=2013-09-07&end=2013-12-06&max=400']"
28807,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Injector variant outbound connection""","['url', 'urlquery.net/search.php?q=%5C%2Fload%5C.exe%24&type=regexp&start=2013-08-24&end=2013-11-22&max=400']"
28809,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Dofoil inbound connection""","['url', 'www.virustotal.com/en/file/2325492f457a8b7d3df48a570210f65f3a094fe8925278451713768d938bec86/analysis/']"
28810,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Zeus variant outbound connection - MSIE7 No Referer No Cookie""","['url', 'en.wikipedia.org/wiki/Zeus_(Trojan_horse)']"
28814,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Gozi/Neverquest variant outbound connection""","['url', 'www.virustotal.com/en/file/b78c5c53d3b54acbca2b344a779528f0408258b6ac12899c860d99bf563e883a/analysis/']"
28815,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Gozi/Neverquest variant outbound connection""","['url', 'www.virustotal.com/en/file/b78c5c53d3b54acbca2b344a779528f0408258b6ac12899c860d99bf563e883a/analysis/']"
28817,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Backdoor.Iniduoh variant outbound connection""","['url', 'www.virustotal.com/en/file/220b551d9381fb56b48511b622a0bbc15482378396b3e83f708379f460f3347a/analysis/']"
28852,tcp,any,any,->,any,$HTTP_PORTS,trojan-activity,,Command and Control,,,,,,,,,"""MALWARE-CNC User-Agent known malicious user-agent string - Linux.Trojan.Zollard""","['url', 'www.virustotal.com/en/file/d757aa51974806e5402fb8a5c930518bf9ba0b2fd62f74e0f4c33d85bce08ada/analysis/']"
28859,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC User-Agent known malicious user-agent z00sAgent - Win.Trojan.Zbot""","['url', 'www.virustotal.com/en/file/0220b1071c8a0093e673d836ae436cb468b8cd1bd5873dad08351309e13af9e5/analysis/1383673331/']"
28913,tcp,$HOME_NET,any,->,$EXTERNAL_NET,58455,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-BACKDOOR Zollard variant outbound connection attempt""","['url', 'www.deependresearch.org/2013/12/hey-zollard-leave-my-internet-of-things.html']"
28918,tcp,$HOME_NET,any,->,$EXTERNAL_NET,80,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Symmi variant network connectivity check""","['url', 'www.virustotal.com/en/file/47c71ff0eb61b371e967b93b6909bb05f2aab973e3214ea2d5ed246884dd045e/analysis/']"
28919,tcp,$HOME_NET,any,->,$EXTERNAL_NET,80,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Symmi variant network connectivity check""","['url', 'www.virustotal.com/en/file/084455c1de5d9440eb95edd2e6868aab1ce3dd674c2e3ba481254edc65b30b89/analysis/']"
28930,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Fakeav variant outbound data connection""",
28940,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Rovnix malicious download""","['url', 'isc.sans.edu/forums/diary/Suspected+Active+Rovnix+Botnet+Controller/17180']"
28945,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""INDICATOR-COMPROMISE exe.exe download""","['url', 'urlquery.net/search.php?q=%5C%2F%5BEe%5D%5BXx%5D%5BEe%5D%5C.%5BEe%5D%5BXx%5D%5BEe%5D%24&type=regexp&start=2013-11-21&end=2013-12-06&max=400']"
28960,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Alurewo outbound connection""","['url', 'www.sophos.com/ja-jp/threat-center/threat-analyses/viruses-and-spyware/Troj~Agent-AFDE/detailed-analysis.aspx']"
28969,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""EXPLOIT-KIT HiMan exploit kit outbound payload retreival - specific string""",
28976,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,T1020,Automated Exfiltration,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Agent.DF - Data Exfiltration""","['url', 'attack.mitre.org/techniques/T1020']"
28977,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Agent.DF - User-Agent Missing Bracket""","['url', 'www.virustotal.com/en/file/b9587fc86f1459ccf7b096b6bf68b4fcc165946a86f3ed9ce84c61907aa99dae/analysis/1386599712/']"
28982,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Worm.Steckt IRCbot requesting URL through IRC""","['url', 'www.virustotal.com/en/file/411e93206a7750c8df25730349bf9756ddba52c1bc780eaac4bba2b3872bc037/analysis/']"
28983,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Steckt IRCbot executable download""","['url', 'www.virustotal.com/en/file/411e93206a7750c8df25730349bf9756ddba52c1bc780eaac4bba2b3872bc037/analysis/']"
28984,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Worm.Steckt IRCbot executable download""","['url', 'www.virustotal.com/en/file/411e93206a7750c8df25730349bf9756ddba52c1bc780eaac4bba2b3872bc037/analysis/']"
28985,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Worm.Steckt IRCbot executable download""","['url', 'www.virustotal.com/en/file/411e93206a7750c8df25730349bf9756ddba52c1bc780eaac4bba2b3872bc037/analysis/']"
28986,tcp,$HOME_NET,any,->,$EXTERNAL_NET,any,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Worm.Neeris IRCbot variant outbound connection""","['url', 'www.virustotal.com/en/file/0a8f320fc7535f164bbd9d0e462fd459c55ff448cf5e84dc2115f2f4aa800e6b/analysis/1387176826/']"
28987,tcp,$HOME_NET,any,->,$EXTERNAL_NET,any,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Worm.Steckt IRCbot variant outbound connection""","['url', 'www.virustotal.com/en/file/480eb4aa76a55ad7b0db128138113615ca834f9e6c62f798f54c8ac0759657fe/analysis/1387177714/']"
28988,tcp,$HOME_NET,any,->,$EXTERNAL_NET,any,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Worm.Steckt IRCbot variant outbound connection""","['url', 'www.virustotal.com/en/file/480eb4aa76a55ad7b0db128138113615ca834f9e6c62f798f54c8ac0759657fe/analysis/1387177714/']"
29031,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,trojan-activity,inb,Command and Control,T1102,Web Service,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Banload variant inbound connection""","['url', 'attack.mitre.org/techniques/T1102']"
29127,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Zeus variant outbound connection""",
29166,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""EXPLOIT-KIT CritX exploit kit payload download attempt""",
29167,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""EXPLOIT-KIT CritX exploit kit payload download attempt""",
29174,tcp,any,any,->,any,$HTTP_PORTS,trojan-activity,,Command and Control,,,,,,,,,"""MALWARE-CNC User-Agent known malicious user-agent string fortis""","['url', 'www.virustotal.com/en/file/92614908e7842e0dfa72ecfee868b06017b5cc445f201874776583f754b137a3/analysis/']"
29189,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""EXPLOIT-KIT Magnitude exploit kit Microsoft Internet Explorer Payload request""",
29216,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Androm variant outbound connection""","['url', 'www.virustotal.com/en/file/0baf3197bdb2c665fea0a84db91d3f65171cf6cf9a732fd394ff9f707ddaf682/analysis/']"
29220,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Strictor variant outbound connection""","['url', 'www.virustotal.com/en/file/0fe413704c85751b060546ebfd428d57726d8fd002ca95ec8deb76f5f37ed9c4/analysis/1389125202/']"
29259,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Graftor variant outbound connection""","['url', 'www.virustotal.com/en/file/a46c3fee842f1ded35b6a4e003c0e6ea62ee66d354d4b826b4c3e5aa9310b3ba/analysis/']"
29260,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Graftor variant outbound connection""","['url', 'www.virustotal.com/en/file/a46c3fee842f1ded35b6a4e003c0e6ea62ee66d354d4b826b4c3e5aa9310b3ba/analysis/']"
29261,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,T1102,Web Service,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Dropper variant outbound connection""","['url', 'attack.mitre.org/techniques/T1102']"
29300,tcp,$EXTERNAL_NET,$HTTP_PORTS,->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Graftor variant inbound connection""","['url', 'www.virustotal.com/en/file/b20fcfe7d851dfe1f835e60072e53b0a3c54e14d0fc94814ce841be4740f295c/analysis']"
29349,tcp,$HOME_NET,any,->,$EXTERNAL_NET,$HTTP_PORTS,trojan-activity,out,Command and Control,,,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Zusy variant outbound connection""","['url', 'www.virustotal.com/en/file/6fdd7c0630ea89a58cdc1f3fb74bf5a99732bd5649a39411868bf71e90cfdc84/analysis/1389362066/']"
29378,tcp,$EXTERNAL_NET,"[(True, '777'), (True, '778')]",->,$HOME_NET,any,trojan-activity,inb,Command and Control,,,Command and Control,,,,,,"""MALWARE-CNC Win.Trojan.Dropper inbound encrypted traffic""","['url', 'www.virustotal.com/en/file/20b49af8b750a1899117827476402ccaf7095fb5b7aad2e96c8109290da453cb/analysis/']"
29379,tcp,$HOME_NET,any,->,$EXTERNAL_NET,"[(True, '777'), (True, '778')]",trojan-activity,out,Command and Control,T1020,Automated Exfiltration,,,,,Command and Control,,"""MALWARE-CNC Win.Trojan.Dropper outbound encrypted traffic - potential exfiltration""","['url', 'attack.mitre.org/techniques/T1020']"
